Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
370057,The Truth Seeker (O'Malley #3),Dee Henderson,"Henderson, Dee",,"=""1414310587""","=""9781414310589""",0,4.39,Tyndale House Publishers,Paperback,330,2005,2001,,2019/04/23,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
79421,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,Paul Hattaway,"Hattaway, Paul",Brother Yun,"=""082546207X""","=""9780825462078""",0,4.34,Kregel Publications,Paperback,351,2002,2000,,2019/04/23,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
27840585,"Present Over Perfect: Leaving Behind Frantic for a Simpler, More Soulful Way of Living",Shauna Niequist,"Niequist, Shauna",Brené Brown,"=""0310342996""","=""9780310342991""",0,3.87,Zondervan,Hardcover,240,2016,2016,,2019/04/23,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
1999475,A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,"Miller, Donald",,"=""0785213066""","=""9780785213062""",0,4.18,Thomas Nelson,Hardcover,255,2009,2009,,2019/04/23,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
173572,Where Is God When It Hurts?,Philip Yancey,"Yancey, Philip",,"=""0310245729""","=""9780310245728""",0,4.23,Zondervan,Paperback,288,2002,1977,,2019/04/23,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
13579364,The Freedom of Self-Forgetfulness,Timothy J. Keller,"Keller, Timothy J.",,"=""1906173419""","=""9781906173418""",0,4.45,10Publishing,Paperback,46,2012,2012,,2019/04/23,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
65684,Monster,Frank E. Peretti,"Peretti, Frank E.",,"=""1595541217""","=""9781595541215""",0,3.81,Thomas Nelson,Mass Market Paperback,452,2006,2005,,2019/04/23,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
4989,The Red Tent,Anita Diamant,"Diamant, Anita",,"=""0312353766""","=""9780312353766""",0,4.17,St. Martin's Press,Hardcover,336,2005,1997,,2019/04/23,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
4499669,The Love Dare,Stephen Kendrick,"Kendrick, Stephen",Alex Kendrick,"=""0805448659""","=""9780805448658""",0,4.38,B Books,Leather Bound,224,2009,2008,,2019/04/23,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
359461,The Guardian (O'Malley #2),Dee Henderson,"Henderson, Dee",,"=""1414310579""","=""9781414310572""",0,4.41,Tyndale House Publishers,Paperback,275,2005,2001,,2019/04/23,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
42631,Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,Joanna Weaver,"Weaver, Joanna",,"=""1578562589""","=""9781578562589""",0,4.17,Waterbrook Press,Paperback,256,2000,2000,,2019/04/23,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
89376,Heaven,Randy Alcorn,"Alcorn, Randy",,"=""0842379428""","=""9780842379427""",0,4.27,Tyndale Momentum,Hardcover,533,2004,2004,,2019/04/23,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
73297,The Scarlet Thread ,Francine Rivers,"Rivers, Francine",,"=""0842342710""","=""9780842342711""",0,4.17,Living Books,Paperback,462,2000,1995,,2019/04/23,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
11881117,The Circle Maker: Praying Circles Around Your Biggest Dreams and Greatest Fears,Mark Batterson,"Batterson, Mark",,"=""0310333024""","=""9780310333029""",0,4.21,Zondervan,Hardcover,224,,2011,,2019/04/23,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
19747756,House,Frank E. Peretti,"Peretti, Frank E.",Ted Dekker,"=""""","=""""",0,3.59,Thomas Nelson,Kindle Edition,368,2006,2006,,2019/04/23,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
359463,"Danger in the Shadows (O'Malley, #0)",Dee Henderson,"Henderson, Dee",,"=""1414310552""","=""9781414310558""",0,4.34,Tyndale House Publishers,Paperback,320,2005,1999,,2019/04/23,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
7826101,"The Healer's Apprentice (Hagenheim, #1)",Melanie Dickerson,"Dickerson, Melanie",,"=""0310721431""","=""9780310721437""",0,3.83,Zondervan,Paperback,272,2010,2010,,2019/04/23,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
48758,Boy Meets Girl: Say Hello to Courtship,Joshua Harris,"Harris, Joshua",,"=""1590521676""","=""9781590521670""",0,3.78,Multnomah Books,Paperback,227,2005,2000,,2019/04/23,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
13589149,Every Good Endeavor: Connecting Your Work to God's Plan for the World,Timothy J. Keller,"Keller, Timothy J.",,"=""0525952705""","=""9780525952701""",0,4.28,Viking,Hardcover,288,2012,2012,,2019/04/23,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
11433,"Redemption (Redemption, #1)",Karen Kingsbury,"Kingsbury, Karen",Gary Smalley,"=""0842356223""","=""9780842356220""",0,4.37,Tyndale House Publishers,Paperback,384,2002,2002,,2019/04/23,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
95622,The Last Sin Eater,Francine Rivers,"Rivers, Francine",,"=""1414315716""","=""9781414315713""",0,4.08,Tyndale House Publishers,Paperback,332,2007,1998,,2019/04/23,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
40721873,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,"Bell, Rob",,"=""""","=""""",0,3.58,HarperOne,Kindle Edition,243,2011,2011,,2019/04/23,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
22574077,Sacred Marriage: What If God Designed Marriage to Make Us Holy More Than to Make Us Happy?,Gary L. Thomas,"Thomas, Gary L.",,"=""0310337372""","=""9780310337379""",0,4.26,Zondervan,Paperback,272,2015,2000,,2019/04/23,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
7497897,Radical: Taking Back Your Faith from the American Dream,David Platt,"Platt, David",,"=""1601422210""","=""9781601422217""",0,4.19,Multnomah,Paperback,230,2010,2010,,2019/04/23,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
56480,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,Elisabeth Elliot,"Elliot, Elisabeth",,"=""0800758188""","=""9780800758189""",0,4.15,Fleming H. Revell Company,Paperback,192,2012,1984,,2019/04/23,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
214333,The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God,Lee Strobel,"Strobel, Lee",,"=""0310240506""","=""9780310240501""",0,4.12,Zondervan,Paperback,341,2005,2004,,2019/04/23,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
223838,In His Steps,Charles M. Sheldon,"Sheldon, Charles M.",,"=""1557488150""","=""9781557488152""",0,4.16,Barbour Publishing,Mass Market Paperback,96,2002,1896,,2019/04/23,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
44361,Velvet Elvis: Repainting the Christian Faith,Rob Bell,"Bell, Rob",,"=""031026345X""","=""9780310263456""",0,3.78,Zondervan Publishing Company,Hardcover,194,2005,2005,,2019/04/23,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
33333,Searching for God Knows What,Donald Miller,"Miller, Donald",,"=""0785263713""","=""9780785263715""",0,3.92,Thomas Nelson,Paperback,246,2004,2000,,2019/04/23,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
64081,The Irresistible Revolution: Living as an Ordinary Radical,Shane Claiborne,"Claiborne, Shane",,"=""0310266300""","=""9780310266303""",0,4.06,Zondervan,Paperback,367,2006,2006,,2019/04/23,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
260791,The Pursuit of Holiness,Jerry Bridges,"Bridges, Jerry","Foster W. Cline, Jim Fay","=""157683932X""","=""9781576839324""",0,4.3,NavPress,Paperback,160,2006,1978,,2019/04/23,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
6426403,A Praying Life: Connecting with God in a Distracting World,Paul E. Miller,"Miller, Paul E.",,"=""1600063004""","=""9781600063008""",0,4.32,NavPress Publishing Group,Paperback,277,2009,2009,,2019/04/23,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
71776,"At Home in Mitford (Mitford Years, #1)",Jan Karon,"Karon, Jan",,"=""1589190629""","=""9781589190627""",0,4.11,RiverOak Publishing,Paperback,413,2005,1994,,2019/04/23,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
125955,"White: The Great Pursuit (The Circle, #3)",Ted Dekker,"Dekker, Ted",,"=""1595540350""","=""9781595540355""",0,4.3,Thomas Nelson,Paperback,400,2005,2004,,2019/04/23,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
8964,"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)",D.C. Talk,"Talk, D.C.",The Voice of the Martyrs,"=""1577780728""","=""9781577780724""",0,4.21,Albury Publishing,Paperback,383,1999,1997,,2019/04/23,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
56634,Through Gates of Splendor,Elisabeth Elliot,"Elliot, Elisabeth",,"=""0842371516""","=""9780842371513""",0,4.4,Tyndale Momentum,Paperback,304,1981,1957,,2019/04/23,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
851393,The Imitation of Christ,Thomas à Kempis,"Kempis, Thomas à",William Benham,"=""0375700188""","=""9780375700187""",0,4.2,Vintage,Paperback,288,1998,1418,,2019/04/23,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
456028,"Red: The Heroic Rescue (The Circle, #2)",Ted Dekker,"Dekker, Ted",,"=""1595540342""","=""9781595540348""",0,4.3,Thomas Nelson,Paperback,400,2005,2004,,2019/04/23,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
104189,"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",Ron Hall,"Hall, Ron","Denver Moore, Lynn Vincent","=""0849900417""","=""9780849900419""",0,4.23,Thomas Nelson,Hardcover,240,2006,2005,,2019/04/23,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
365006,The Oath,Frank E. Peretti,"Peretti, Frank E.",,"=""1595541896""","=""9781595541895""",0,4.07,HarperCollins Thomas Nelson,Paperback,656,2007,1995,,2019/04/23,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
281512,He Chose the Nails: What God Did to Win Your Heart,Max Lucado,"Lucado, Max",,"=""0849905702""","=""9780849905704""",0,4.38,W Publishing Group,Paperback,215,2005,2000,,2019/04/23,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
11414907,"Erasing Hell: What God Said about Eternity, and the Things We've Made Up",Francis Chan,"Chan, Francis",Preston Sprinkle,"=""0781407257""","=""9780781407250""",0,3.93,David C Cook,Paperback,208,2011,2011,,2019/04/23,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
6403690,"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope that Matters",Timothy J. Keller,"Keller, Timothy J.",,"=""0525951369""","=""9780525951360""",0,4.34,Viking,Hardcover,240,2009,2009,,2019/04/23,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
285011,"The Negotiator (O'Malley, #1)",Dee Henderson,"Henderson, Dee",,"=""1414310560""","=""9781414310565""",0,4.33,Tyndale House Publishers,Paperback,304,2005,2000,,2019/04/23,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
27840705,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,"TerKeurst, Lysa",,"=""1400205875""","=""9781400205875""",0,4.24,Thomas Nelson,Paperback,275,2016,2016,,2019/04/23,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
53834,The Jesus I Never Knew,Philip Yancey,"Yancey, Philip",,"=""031021923X""","=""9780310219231""",0,4.19,Zondervan,Paperback,304,2002,1995,,2019/04/23,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
100933,"That Hideous Strength (The Space Trilogy, #3)",C.S. Lewis,"Lewis, C.S.",,"=""0007157177""","=""9780007157174""",0,3.88,HarperCollins Publishers,Paperback,534,2005,1945,,2019/04/23,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
133767,"Glorious Appearing: The End of Days (Left Behind, #12)",Tim LaHaye,"LaHaye, Tim",Jerry B. Jenkins,"=""0842332359""","=""9780842332354""",0,3.97,Tyndale House Publishers,Hardcover,399,2004,2004,,2019/04/23,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
56405,Love and Respect: The Love She Most Desires; The Respect He Desperately Needs,Emerson Eggerichs,"Eggerichs, Emerson",,"=""1591451876""","=""9781591451877""",0,4.18,Thomas Nelson,Hardcover,336,2004,2004,,2019/04/23,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
18054698,The Power of a Praying Wife,Stormie Omartian,"Omartian, Stormie",,"=""0736957499""","=""9780736957496""",0,4.32,Harvest House Publishers,Paperback,208,2014,1996,,2019/04/23,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
107195,I Kissed Dating Goodbye: A New Attitude Toward Relationships and Romance,Joshua Harris,"Harris, Joshua",,"=""1590521358""","=""9781590521359""",0,3.59,Multnomah Books,Paperback,221,2003,1996,,2019/04/23,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
174845,Life Together: The Classic Exploration of Christian Community,Dietrich Bonhoeffer,"Bonhoeffer, Dietrich",,"=""0060608528""","=""9780060608521""",0,4.27,HarperOne,Paperback,122,1978,1939,,2019/04/23,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
65497,"Love Comes Softly (Love Comes Softly, #1)",Janette Oke,"Oke, Janette",,"=""""","=""""",0,4.24,Bethany House,Paperback,188,2003,1979,,2019/04/23,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
666758,The Knowledge of the Holy,A.W. Tozer,"Tozer, A.W.",,"=""0060684127""","=""9780060684129""",0,4.35,HarperOne,Paperback,117,1978,1961,,2019/04/23,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
9943,The Atonement Child,Francine Rivers,"Rivers, Francine",,"=""084230052X""","=""9780842300520""",0,4.28,Tyndale House,Paperback,384,1999,1997,,2019/04/23,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
125956,"Black: The Birth of Evil (The Circle, #1)",Ted Dekker,"Dekker, Ted",,"=""1595540210""","=""9781595540218""",0,4.2,Thomas Nelson,Paperback,432,2005,2003,,2019/04/23,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
18289396,"Seeking Allah, Finding Jesus: A Devout Muslim Encounters Christianity",Nabeel Qureshi,"Qureshi, Nabeel",,"=""0310515025""","=""9780310515029""",0,4.58,Zondervan,Paperback,296,2014,2014,,2019/04/23,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
313631,More Than a Carpenter,Josh McDowell,"McDowell, Josh",,"=""0842345523""","=""9780842345521""",0,4.21,Tyndale House Publishers,Paperback,128,1980,1977,,2019/04/23,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
381421,Jesus Calling: Enjoying Peace in His Presence,Sarah  Young,"Young, Sarah",,"=""1591451884""","=""9781591451884""",0,4.53,Thomas Nelson,Hardcover,400,2004,2003,,2019/04/23,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
64023,Celebration of Discipline: The Path to Spiritual Growth,Richard J. Foster,"Foster, Richard J.",,"=""0060628391""","=""9780060628390""",0,4.18,HarperOne,Hardcover,256,1988,1978,,2019/04/23,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
27525,"Armageddon: The Cosmic Battle of the Ages (Left Behind, #11)",Tim LaHaye,"LaHaye, Tim",Jerry B. Jenkins,"=""0842332367""","=""9780842332361""",0,4.03,Tyndale House Publishers,Paperback,395,2003,2003,,2019/04/23,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
30636,Miracles,C.S. Lewis,"Lewis, C.S.",,"=""0006280943""","=""9780006280941""",0,4.09,,Paperback,294,2002,1947,,2019/04/23,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
821056,Hinds' Feet on High Places,Hannah Hurnard,"Hurnard, Hannah",,"=""0842314296""","=""9780842314299""",0,4.31,Tyndale Momentum,Paperback,317,1979,1955,,2019/04/23,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
254389,Battlefield Of The Mind: Winning The Battle In Your Mind,Joyce Meyer,"Meyer, Joyce",,"=""044669214X""","=""9780446692144""",0,4.34,,Paperback,328,2002,1995,,2019/04/23,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
100924,"Perelandra (The Space Trilogy, #2)",C.S. Lewis,"Lewis, C.S.",,"=""0007157169""","=""9780007157167""",0,3.98,HarperCollins,Paperback,288,2005,1943,,2019/04/23,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
824062,God's Smuggler,Brother Andrew,"Andrew, Brother","Elizabeth Sherrill, John Sherrill","=""0800793013""","=""9780800793012""",0,4.34,Chosen Books,Paperback,256,2012,1964,,2019/04/23,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
944267,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",Henry Cloud,"Cloud, Henry",John  Townsend,"=""0310585902""","=""9780310585909""",0,4.2,Zondervan,Hardcover,314,1992,1992,,2019/04/23,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
103610,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,"Wilkinson, Bruce H.",,"=""1576737330""","=""9781576737330""",0,3.94,Multnomah Publishers,Hardcover,93,2009,2000,,2019/04/23,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
27530,"The Remnant (Left Behind, #10)",Tim LaHaye,"LaHaye, Tim",Jerry B. Jenkins,"=""0842332308""","=""9780842332309""",0,4.02,"Tyndale House Publishers, Inc.",Paperback,432,2003,2002,,2019/04/23,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
11389341,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,Timothy J. Keller,"Keller, Timothy J.",Kathy  Keller,"=""0525952470""","=""9780525952473""",0,4.46,Dutton Adult ,Hardcover,288,2011,2011,,2019/04/23,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
79428,The Abolition of Man,C.S. Lewis,"Lewis, C.S.",,"=""0060652942""","=""9780060652944""",0,4.08,HarperOne,Paperback,113,2015,1943,,2019/04/23,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
121715,The Weight of Glory,C.S. Lewis,"Lewis, C.S.",,"=""0060653205""","=""9780060653200""",0,4.41,HarperSanFrancisco,Paperback,192,2001,1949,,2019/04/23,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
7501962,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,"Metaxas, Eric",,"=""1595551387""","=""9781595551382""",0,4.22,Thomas Nelson,Hardcover,608,2010,2009,,2019/04/23,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
280111,Holy Bible: New International Version,Anonymous,"Anonymous, Anonymous",,"=""0310902711""","=""9780310902713""",0,4.6,Zondervan Publishing,Hardcover,1248,1985,1973,,2019/04/23,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
95621,"As Sure as the Dawn (Mark of the Lion, #3)",Francine Rivers,"Rivers, Francine",,"=""""","=""""",0,4.41,Tyndale House Publishers,Paperback,520,1995,1995,,2019/04/23,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
89375,90 Minutes in Heaven: A True Story of Death and Life,Don Piper,"Piper, Don",Cecil Murphey,"=""0800759494""","=""9780800759490""",0,3.92,Fleming H. Revell Company,Paperback,206,2004,2004,,2019/04/23,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
87665,Orthodoxy,G.K. Chesterton,"Chesterton, G.K.",John Franklyn-Robbins,"=""160096527X""","=""9781600965272""",0,4.17,Waking Lion Press,Paperback,168,2008,1908,,2019/04/23,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
17343,Till We Have Faces,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",0,4.19,Harcourt Paperbacks,Paperback,313,2006,1956,,2019/04/23,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
214332,The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity,Lee Strobel,"Strobel, Lee",,"=""0310234697""","=""9780310234692""",0,4.2,Zondervan Publishing Company,Paperback,304,2000,2000,,2019/04/23,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
27526,"Desecration (Left Behind, #9)",Tim LaHaye,"LaHaye, Tim",Jerry B. Jenkins,"=""0842332294""","=""9780842332293""",0,4.01,Tyndale House Publishers,Paperback,432,2002,2001,,2019/04/23,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
17303,"Piercing the Darkness (Darkness, #2)",Frank E. Peretti,"Peretti, Frank E.",,"=""1581345275""","=""9781581345278""",0,4.31,Crossway Books,Paperback,448,2003,1989,,2019/04/23,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
498641,The Practice of the Presence of God,Brother Lawrence,"Lawrence, Brother",,"=""0883681056""","=""0630809681058""",0,4.3,Whitaker House,Paperback,96,1982,1691,,2019/04/23,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
25350,"Out of the Silent Planet (The Space Trilogy, #1)",C.S. Lewis,"Lewis, C.S.",,"=""0007157150""","=""9780007157150""",0,3.93,HarperCollins,Paperback,224,2005,1938,,2019/04/23,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
50930,"The Mark (Left Behind, #8)",Tim LaHaye,"LaHaye, Tim",Jerry B. Jenkins,"=""0842332286""","=""9780842332286""",0,4.03,Tyndale House Publishers,Paperback,381,2001,2000,,2019/04/23,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
11198480,Not a Fan: Becoming a Completely Committed Follower of Jesus,Kyle Idleman,"Idleman, Kyle",,"=""0310331935""","=""9780310331933""",0,4.19,Zondervan,Paperback,215,2011,2011,,2019/04/23,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
173526,"The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out",Brennan Manning,"Manning, Brennan","Michael W. Smith, Rich Mullins","=""1576737160""","=""9781576737163""",0,4.19,Multnomah,Paperback,240,2000,1990,,2019/04/23,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
85958,"The Indwelling (Left Behind, #7)",Tim LaHaye,"LaHaye, Tim",Jerry B. Jenkins,"=""0842329293""","=""9780842329293""",0,3.98,Tyndale House Publishers,Paperback,389,2001,2000,,2019/04/23,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
40738332,The White City (True Colors),Grace Hitchcock,"Hitchcock, Grace",,"=""1683228685""","=""9781683228684""",0,4.2,Barbour Books,Paperback,256,2019,2019,,2019/04/23,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
