Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
8414177,Generous Justice: How God's Grace Makes Us Just,Timothy J. Keller,"Keller, Timothy J.",,"=""0525951903""","=""9780525951902""",0,4.25,Viking,Hardcover,256,2010,2010,,2019/04/23,to-read,to-read (#195),to-read,,,,0,,,0,,,,,
387749,Ben-Hur: A Tale of the Christ,Lew Wallace,"Wallace, Lew",,"=""1934648205""","=""9781934648209""",0,4.03,Norilana Books,Hardcover,620,2007,1880,,2019/04/23,to-read,to-read (#193),to-read,,,,0,,,0,,,,,
36289256,"Everybody, Always: Becoming Love in a World Full of Setbacks and Difficult People",Bob Goff,"Goff, Bob",,"=""0718078136""","=""9780718078133""",0,4.55,Thomas Nelson,Paperback,240,2018,2018,,2019/04/23,to-read,to-read (#192),to-read,,,,0,,,0,,,,,
298816,Peace Child: An unforgettable Story of Primitive Jungle Teaching in the 20th Century,Don Richardson,"Richardson, Don",,"=""0830737847""","=""9780830737840""",0,4.33,Regal Books,Paperback,256,2005,1974,,2019/04/23,to-read,to-read (#191),to-read,,,,0,,,0,,,,,
31157,"The Rising: Antichrist is Born  (Before They Were Left Behind, #1)",Tim LaHaye,"LaHaye, Tim",Jerry B. Jenkins,"=""0842361936""","=""9780842361934""",0,4.19,Tyndale House Publishers,Paperback,400,2005,2003,,2019/04/23,to-read,to-read (#190),to-read,,,,0,,,0,,,,,
8765461,Choosing to SEE,Mary Beth Chapman,"Chapman, Mary Beth",Steven Curtis Chapman,"=""1441213570""","=""9781441213570""",0,4.31,Baker Publishing Group,ebook,256,2010,2010,,2019/04/23,to-read,to-read (#188),to-read,,,,0,,,0,,,,,
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""1250153271""","=""9781250153272""",0,4.01,Square Fish,Paperback,218,2017,1962,,2019/04/23,to-read,to-read (#189),to-read,,,,0,,,0,,,,,
18228202,Bridge to Haven,Francine Rivers,"Rivers, Francine",,"=""1414368186""","=""9781414368184""",0,4.1,Tyndale House Publisher,Hardcover,468,2014,2014,,2019/04/23,to-read,to-read (#187),to-read,,,,0,,,0,,,,,
95619,And the Shofar Blew,Francine Rivers,"Rivers, Francine",,"=""0842365834""","=""9780842365833""",0,4.13,"Tyndale House Publishers, Inc.",Paperback,440,2004,2003,,2019/04/23,to-read,to-read (#185),to-read,,,,0,,,0,,,,,
145645,Living the Cross Centered Life: Keeping the Gospel the Main Thing,C.J. Mahaney,"Mahaney, C.J.",R. Albert Mohler Jr.,"=""1590525787""","=""9781590525784""",0,4.28,Multnomah,Hardcover,166,2006,2002,,2019/04/23,to-read,to-read (#186),to-read,,,,0,,,0,,,,,
32951877,Anxious for Nothing: Finding Calm in a Chaotic World,Max Lucado,"Lucado, Max",,"=""0718096126""","=""9780718096120""",0,4.17,Thomas Nelson,Hardcover,240,2017,2017,,2019/04/23,to-read,to-read (#184),to-read,,,,0,,,0,,,,,
441618,Breaking Free: Discover the Victory of Total Surrender,Beth Moore,"Moore, Beth",,"=""0805445528""","=""9780805445527""",0,4.43,B Books,Paperback,304,2007,1999,,2019/04/23,to-read,to-read (#183),to-read,,,,0,,,0,,,,,
7879278,"Waterfall (River of Time, #1)",Lisa Tawn Bergren,"Bergren, Lisa Tawn",,"=""1434764338""","=""9781434764331""",0,4.03,David C. Cook,Paperback,369,2011,2011,,2019/04/23,to-read,to-read (#182),to-read,,,,0,,,0,,,,,
128435,Trusting God: Even When Life Hurts,Jerry Bridges,"Bridges, Jerry",,"=""0891096175""","=""9780891096177""",0,4.39,NavPress Publishing Group,Paperback,239,2008,1988,,2019/04/23,to-read,to-read (#181),to-read,,,,0,,,0,,,,,
111563,God in the Dock: Essays on Theology and Ethics,C.S. Lewis,"Lewis, C.S.",Walter Hooper,"=""0802808689""","=""9780802808684""",0,4.27,William B. Eerdmans Publishing Company,Paperback,346,1972,1971,,2019/04/23,to-read,to-read (#180),to-read,,,,0,,,0,,,,,
12915261,The Explicit Gospel,Matt Chandler,"Chandler, Matt",Jared C. Wilson,"=""1433530031""","=""9781433530036""",0,4.21,Crossway,Hardcover,237,2012,2012,,2019/04/23,to-read,to-read (#179),to-read,,,,0,,,0,,,,,
535785,Shepherding a Child's Heart,Tedd Tripp,"Tripp, Tedd",,"=""0966378601""","=""9780966378603""",0,4.23,Shepherd Press,Paperback,212,2005,1995,,2019/04/23,to-read,to-read (#178),to-read,,,,0,,,0,,,,,
359994,"Gods and Kings (Chronicles of the Kings, #1)",Lynn Austin,"Austin, Lynn",,"=""0764229893""","=""9780764229893""",0,4.32,Bethany House Publishers,Paperback,317,2005,1995,,2019/04/23,to-read,to-read (#177),to-read,,,,0,,,0,,,,,
13544022,A Year of Biblical Womanhood,Rachel Held Evans,"Evans, Rachel Held",,"=""""","=""""",0,3.95,Thomas Nelson,Paperback,308,2012,2012,,2019/04/23,to-read,to-read (#175),to-read,,,,0,,,0,,,,,
121706,Reflections on the Psalms,C.S. Lewis,"Lewis, C.S.",,"=""015676248X""","=""9780156762489""",0,3.93,Harvest/HBJ Books,Paperback,151,1964,1958,,2019/04/23,to-read,to-read (#176),to-read,,,,0,,,0,,,,,
112872,"A Light in the Window (Mitford Years, #2)",Jan Karon,"Karon, Jan",,"=""1589190637""","=""9781589190634""",0,4.24,RiverOak Publishing,Paperback,480,2005,1995,,2019/04/23,to-read,to-read (#174),to-read,,,,0,,,0,,,,,
40490,The Valley of Vision: A Collection of Puritan Prayers and Devotions,Arthur Bennett,"Bennett, Arthur",,"=""0851512283""","=""9780851512280""",0,4.53,Banner of Truth,Paperback,223,1975,1975,,2019/04/23,to-read,to-read (#173),to-read,,,,0,,,0,,,,,
95626,A Lineage of Grace  (Lineage of Grace #1- 5),Francine Rivers,"Rivers, Francine",,"=""0842371109""","=""9780842371100""",0,4.48,Tyndale House Publishers,Unknown Binding,,2002,2001,,2019/04/23,to-read,to-read (#172),to-read,,,,0,,,0,,,,,
22505257,You and Me Forever: Marriage in Light of Eternity,Francis Chan,"Chan, Francis",Lisa Chan,"=""0990351408""","=""9780990351405""",0,4.26,Claire Love Publishing,Paperback,191,2014,2014,,2019/04/23,to-read,to-read (#171),to-read,,,,0,,,0,,,,,
175113,The Return of the Prodigal Son: A Story of Homecoming,Henri J.M. Nouwen,"Nouwen, Henri J.M.",,"=""023252078X""","=""9780232520781""",0,4.37,"Darton, Longman and Todd",Paperback,160,1994,1991,,2019/04/23,to-read,to-read (#170),to-read,,,,0,,,0,,,,,
10890,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,"Lamott, Anne",,"=""0385496095""","=""9780385496094""",0,4.16,Anchor,Paperback,275,2000,1999,,2019/04/23,to-read,to-read (#168),to-read,,,,0,,,0,,,,,
249024,Basic Christianity,John R.W. Stott,"Stott, John R.W.",Rick Warren,"=""0830834036""","=""9780830834037""",0,4.15,IVP Books,Paperback,179,2006,1958,,2019/04/23,to-read,to-read (#169),to-read,,,,0,,,0,,,,,
9662968,King's Cross: The Story of the World in the Life of Jesus,Timothy J. Keller,"Keller, Timothy J.",,"=""0525952101""","=""9780525952107""",0,4.4,"Dutton, a member of Penguin Group (USA) Inc.",Hardcover,250,2011,2011,,2019/04/23,to-read,to-read (#166),to-read,,,,0,,,0,,,,,
122981,A Shepherd Looks at Psalm 23,W. Phillip Keller,"Keller, W. Phillip",,"=""0310274419""","=""9780310274414""",0,4.46,Thomas Nelson,Paperback,173,2007,1970,,2019/04/23,to-read,to-read (#167),to-read,,,,0,,,0,,,,,
25245760,"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer",Priscilla Shirer,"Shirer, Priscilla",,"=""1433688670""","=""9781433688676""",0,4.51,B Books,Paperback,208,2015,2015,,2019/04/23,to-read,to-read (#165),to-read,,,,0,,,0,,,,,
97862,"One Tuesday Morning (9/11, #1)",Karen Kingsbury,"Kingsbury, Karen",,"=""0310247527""","=""0025986247522""",0,4.41,Zondervan,Paperback,352,2003,2003,,2019/04/23,to-read,to-read (#163),to-read,,,,0,,,0,,,,,
112760,The Everlasting Man,G.K. Chesterton,"Chesterton, G.K.",,"=""1573832979""","=""9781573832977""",0,4.2,Regent College Publishing,Paperback,260,2006,1925,,2019/04/23,to-read,to-read (#164),to-read,,,,0,,,0,,,,,
65484,Love's Long Journey (Love Comes Softly #3),Janette Oke,"Oke, Janette",,"=""0764228501""","=""9780764228506""",0,4.2,Bethany House Publishers,Paperback,234,2003,1982,,2019/04/23,to-read,to-read (#162),to-read,,,,0,,,0,,,,,
11432,"Reunion (Redemption, #5)",Karen Kingsbury,"Kingsbury, Karen",Gary Smalley,"=""0842386882""","=""9780842386883""",0,4.5,Tyndale House Publishers,Paperback,400,2004,2004,,2019/04/23,to-read,to-read (#161),to-read,,,,0,,,0,,,,,
95610,"Unshaken: Ruth (Lineage of Grace, #3)",Francine Rivers,"Rivers, Francine",,"=""0842335978""","=""9780842335973""",0,4.27,Tyndale House Publishers,Hardcover,185,2001,2001,,2019/04/23,to-read,to-read (#160),to-read,,,,0,,,0,,,,,
11430,"Return (Redemption, #3)",Karen Kingsbury,"Kingsbury, Karen",Gary Smalley,"=""0842382895""","=""9780842382892""",0,4.44,Tyndale House Publishers,Paperback,384,2003,2003,,2019/04/23,to-read,to-read (#159),to-read,,,,0,,,0,,,,,
3412815,Fireproof,Eric Wilson,"Wilson, Eric",,"=""1595547169""","=""9781595547163""",0,4.47,Thomas Nelson Publishers,Paperback,284,2008,2008,,2019/04/23,to-read,to-read (#158),to-read,,,,0,,,0,,,,,
281520,In the Grip of Grace: You Can't Fall Beyond His Love,Max Lucado,"Lucado, Max",,"=""084995424X""","=""9780849954245""",0,4.31,Nelsonword Publishing Group,Hardcover,235,1998,1996,,2019/04/23,to-read,to-read (#157),to-read,,,,0,,,0,,,,,
47941,Bad Girls of the Bible: And What We Can Learn from Them,Liz Curtis Higgs,"Higgs, Liz Curtis",,"=""1578563933""","=""9781578563937""",0,3.99,Waterbrook Press,Hardcover,256,2000,1999,,2019/04/23,to-read,to-read (#156),to-read,,,,0,,,0,,,,,
289644,"Even Now (Lost Love, #1)",Karen Kingsbury,"Kingsbury, Karen",,"=""0310247535""","=""9780310247531""",0,4.26,Zondervan Publishing Company,Paperback,333,2005,2005,,2019/04/23,to-read,to-read (#155),to-read,,,,0,,,0,,,,,
11436,"Rejoice (Redemption, #4)",Karen Kingsbury,"Kingsbury, Karen",Gary Smalley,"=""084386874""","=""9780842386876""",0,4.46,Tyndale House Publishers,Paperback,344,2004,2004,,2019/04/23,to-read,to-read (#154),to-read,,,,0,,,0,,,,,
6973772,A Tailor-Made Bride,Karen Witemeyer,"Witemeyer, Karen",,"=""0764207555""","=""9780764207556""",0,4.05,Bethany House Publishers,Paperback,348,2010,2010,,2019/04/23,to-read,to-read (#153),to-read,,,,0,,,0,,,,,
14741290,The Secret Thoughts of an Unlikely Convert: An English Professor's Journey Into Christian Faith,Rosaria Champagne Butterfield,"Butterfield, Rosaria Champagne",,"=""1884527388""","=""9781884527388""",0,4.27,Crown & Covenant Publications,Paperback,153,2012,2012,,2019/04/23,to-read,to-read (#152),to-read,,,,0,,,0,,,,,
161419,The Life You've Always Wanted: Spiritual Disciplines for Ordinary People,John Ortberg,"Ortberg, John",,"=""0310246954""","=""9780310246954""",0,4.04,Zondervan,Hardcover,272,2002,1997,,2019/04/23,to-read,to-read (#151),to-read,,,,0,,,0,,,,,
56594,"A Severe Mercy: A Story of Faith, Tragedy and Triumph",Sheldon Vanauken,"Vanauken, Sheldon",C.S. Lewis,"=""0060688246""","=""9780060688240""",0,4.29,HarperOne,Paperback,240,2009,1977,,2019/04/23,to-read,to-read (#150),to-read,,,,0,,,0,,,,,
45362,The Passion of Jesus Christ,John Piper,"Piper, John",,"=""1581346085""","=""9781581346084""",0,4.23,Crossway Books,Paperback,127,2004,2004,,2019/04/23,to-read,to-read (#149),to-read,,,,0,,,0,,,,,
69094,Simply Christian: Why Christianity Makes Sense,N.T. Wright,"Wright, N.T.",,"=""0060507152""","=""9780060507152""",0,4.07,HarperOne,Hardcover,237,2006,2006,,2019/04/23,to-read,to-read (#148),to-read,,,,0,,,0,,,,,
2142,Blink,Ted Dekker,"Dekker, Ted",,"=""0849945119""","=""9780849945113""",0,4.17,Thomas Nelson,Paperback,400,2004,2002,,2019/04/23,to-read,to-read (#147),to-read,,,,0,,,0,,,,,
95609,"Unashamed: Rahab (Lineage of Grace, #2)",Francine Rivers,"Rivers, Francine",,"=""084233596X""","=""9780842335966""",0,4.28,Tyndale House Publishers,Hardcover,165,2000,2000,,2019/04/23,to-read,to-read (#146),to-read,,,,0,,,0,,,,,
508413,"The Shunning (The Heritage of Lancaster County, #1)",Beverly Lewis,"Lewis, Beverly",,"=""0764224735""","=""9780764224737""",0,4.14,Bethany House Publishers,Paperback,288,2000,2000,,2019/04/23,to-read,to-read (#145),to-read,,,,0,,,0,,,,,
324737,"Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People",Jim Cymbala,"Cymbala, Jim",Dean Merrill,"=""0310211883""","=""9780310211884""",0,4.26,Zondervan Publishing Company,Hardcover,188,1997,1997,,2019/04/23,to-read,to-read (#144),to-read,,,,0,,,0,,,,,
35332,"Remember (Redemption, #2)",Karen Kingsbury,"Kingsbury, Karen",Gary Smalley,"=""0842356290""","=""9780842356299""",0,4.42,Tyndale House Publishers,Paperback,432,2003,2002,,2019/04/23,to-read,to-read (#143),to-read,,,,0,,,0,,,,,
359455,True Devotion (Uncommon Heroes #1),Dee Henderson,"Henderson, Dee",,"=""1414310625""","=""9781414310626""",0,4.29,Tyndale House Publishers,Paperback,336,2005,2000,,2019/04/23,to-read,to-read (#142),to-read,,,,0,,,0,,,,,
56636,Traveling Light: Releasing the Burdens You Were Never Intended to Bear,Max Lucado,"Lucado, Max",,"=""0849913454""","=""9780849913457""",0,4.25,Thomas Nelson,Paperback,240,2006,2001,,2019/04/23,to-read,to-read (#141),to-read,,,,0,,,0,,,,,
213368,Spiritual Disciplines for the Christian Life,Donald S. Whitney,"Whitney, Donald S.",Rita J. Platt,"=""1576830276""","=""9781576830277""",0,4.23,NavPress Publishing Group,Paperback,272,1991,1991,,2019/04/23,to-read,to-read (#140),to-read,,,,0,,,0,,,,,
8492,Prophet,Frank E. Peretti,"Peretti, Frank E.",,"=""1581345267""","=""9781581345261""",0,3.94,Crossway Books,Paperback,416,2004,1992,,2019/04/23,to-read,to-read (#139),to-read,,,,0,,,0,,,,,
31507,Love's Enduring Promise (Love Comes Softly #2),Janette Oke,"Oke, Janette",,"=""0764228498""","=""9780764228490""",0,4.18,Bethany House Publishers,Paperback,239,2003,1979,,2019/04/23,to-read,to-read (#137),to-read,,,,0,,,0,,,,,
173454,The Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,"Willard, Dallas",Richard J. Foster,"=""0060693339""","=""9780060693336""",0,4.22,HarperOne,Hardcover,448,1998,1998,,2019/04/23,to-read,to-read (#138),to-read,,,,0,,,0,,,,,
145644,Humility: True Greatness,C.J. Mahaney,"Mahaney, C.J.",,"=""1590523261""","=""9781590523261""",0,4.18,Multnomah,Hardcover,176,2005,2005,,2019/04/23,to-read,to-read (#136),to-read,,,,0,,,0,,,,,
78629,Tortured for Christ,Richard Wurmbrand,"Wurmbrand, Richard",,"=""0340863684""","=""9780340863688""",0,4.35,Hodder & Stoughton,Paperback,155,2004,1967,,2019/04/23,to-read,to-read (#135),to-read,,,,0,,,0,,,,,
289747,The Princess,Lori Wick,"Wick, Lori",,"=""0736918612""","=""9780736918619""",0,4.17,Harvest House Publishers,Paperback,300,2006,1999,,2019/04/23,to-read,to-read (#134),to-read,,,,0,,,0,,,,,
930225,Respectable Sins: Confronting the Sins We Tolerate,Jerry Bridges,"Bridges, Jerry",,"=""1600061400""","=""9781600061400""",0,4.3,NavPress,Hardcover,192,2007,2007,,2019/04/23,to-read,to-read (#133),to-read,,,,0,,,0,,,,,
6926176,"Her Mother's Hope (Marta's Legacy, #1)",Francine Rivers,"Rivers, Francine",,"=""1414318634""","=""9781414318639""",0,4.29,Tyndale House Publishers,Hardcover,498,2010,2010,,2019/04/23,to-read,to-read (#132),to-read,,,,0,,,0,,,,,
535494,How Should We Then Live? The Rise and Decline of Western Thought and Culture,Francis A. Schaeffer,"Schaeffer, Francis A.",,"=""0891072926""","=""9780891072928""",0,4.16,Crossway Books,Paperback,288,1983,1975,,2019/04/23,to-read,to-read (#131),to-read,,,,0,,,0,,,,,
12963146,"Short-Straw Bride (Archer Brothers, #1)",Karen Witemeyer,"Witemeyer, Karen",,"=""0764209655""","=""9780764209659""",0,4.21,Bethany House,Paperback,365,2012,2012,,2019/04/23,to-read,to-read (#129),to-read,,,,0,,,0,,,,,
29806,The Pilgrim's Regress,C.S. Lewis,"Lewis, C.S.",Michael Hague,"=""0802806414""","=""9780802806413""",0,3.86,William B. Eerdmans Publishing Company,Paperback,219,1992,1933,,2019/04/23,to-read,to-read (#130),to-read,,,,0,,,0,,,,,
45352,When I Don't Desire God: How to Fight for Joy,John Piper,"Piper, John",,"=""1581346522""","=""9781581346527""",0,4.18,Crossway Books,Paperback,268,2004,2004,,2019/04/23,to-read,to-read (#128),to-read,,,,0,,,0,,,,,
126066,The Sacred Romance Drawing Closer To The Heart Of God,John Eldredge,"Eldredge, John",Brent Curtis,"=""0785267239""","=""9780785267232""",0,4.01,Thomas Nelson,Hardcover,228,2001,1997,,2019/04/23,to-read,to-read (#126),to-read,,,,0,,,0,,,,,
17657592,"Jesus > Religion: Why He Is So Much Better Than Trying Harder, Doing More, and Being Good Enough",Jefferson Bethke,"Bethke, Jefferson",,"=""1400205395""","=""9781400205394""",0,4.29,Thomas Nelson,Paperback,218,2013,2013,,2019/04/23,to-read,to-read (#127),to-read,,,,0,,,0,,,,,
5291189,The Hole in Our Gospel: What Does God Expect of Us? the Answer That Changed My Life and Might Just Change the World,Richard Stearns,"Stearns, Richard",,"=""0785229183""","=""9780785229186""",0,4.16,Thomas Nelson,Hardcover,320,2009,2009,,2019/04/23,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
313620,"If You Want to Walk on Water, You've Got to Get Out of the Boat",John Ortberg,"Ortberg, John",,"=""0310228638""","=""9780310228639""",0,4.15,Zondervan,Hardcover,224,2001,2001,,2019/04/23,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
74169,Facing Your Giants: God Still Does the Impossible,Max Lucado,"Lucado, Max",,"=""0849901812""","=""9780849901812""",0,4.44,W Publishing Group,Hardcover,233,2006,2006,,2019/04/23,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
255458,Systematic Theology: An Introduction to Biblical Doctrine,Wayne Grudem,"Grudem, Wayne",,"=""0310286700""","=""9780310286707""",0,4.23,Zondervan Academic,Hardcover,1291,1995,1994,,2019/04/23,to-read,to-read (#123),to-read,,,,0,,,0,,,,,
556629,The Holiness of God,R.C. Sproul,"Sproul, R.C.",,"=""0842339655""","=""9780842339650""",0,4.36,Tyndale Momentum,Paperback,240,2000,1984,,2019/04/23,to-read,to-read (#121),to-read,,,,0,,,0,,,,,
7601381,The Christian Atheist: Believing in God but Living As If He Doesn't Exist,Craig Groeschel,"Groeschel, Craig",,"=""031032789X""","=""9780310327899""",0,4.08,Zondervan,Hardcover,241,2010,2010,,2019/04/23,to-read,to-read (#120),to-read,,,,0,,,0,,,,,
10742462,"The Merchant's Daughter (Hagenheim, #2)",Melanie Dickerson,"Dickerson, Melanie",,"=""0310727618""","=""9780310727613""",0,3.99,Zondervan,Paperback,284,2011,2011,,2019/04/23,to-read,to-read (#119),to-read,,,,0,,,0,,,,,
3900619,"The Centurion's Wife (Acts of Faith, #1)",Davis Bunn,"Bunn, Davis",Janette Oke,"=""0764205145""","=""9780764205149""",0,4.07,Bethany House Publishers,Paperback,378,2009,2009,,2019/04/23,to-read,to-read (#118),to-read,,,,0,,,0,,,,,
95608,Leota's Garden,Francine Rivers,"Rivers, Francine",,"=""0842335722""","=""9780842335720""",0,4.1,Tyndale House Publishers,Hardcover,425,1999,1999,,2019/04/23,to-read,to-read (#117),to-read,,,,0,,,0,,,,,
2319645,"Surprised by Hope: Rethinking Heaven, the Resurrection, and the Mission of the Church",N.T. Wright,"Wright, N.T.",,"=""0061551821""","=""9780061551826""",0,4.32,HarperOne,Hardcover,332,2008,2007,,2019/04/23,to-read,to-read (#116),to-read,,,,0,,,0,,,,,
356373,"Experiencing God: Knowing and Doing the Will of God, Workbook",Henry T. Blackaby,"Blackaby, Henry T.","Claude V. King, Richard Blackaby","=""""","=""""",0,4.33,Lifeway Press,Paperback,272,2009,1976,,2019/04/23,to-read,to-read (#115),to-read,,,,0,,,0,,,,,
12611073,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,"Cahn, Jonathan",,"=""161638610X""","=""9781616386108""",0,3.94,Frontline,Paperback,262,2012,2011,,2019/04/23,to-read,to-read (#114),to-read,,,,0,,,0,,,,,
111388,Jesus Among Other Gods: The Absolute Claims of the Christian Message,Ravi Zacharias,"Zacharias, Ravi",,"=""0849943272""","=""9780849943270""",0,4.2,Thomas Nelson,Paperback,208,2002,2000,,2019/04/23,to-read,to-read (#113),to-read,,,,0,,,0,,,,,
15797975,For Women Only: What You Need to Know About the Inner Lives of Men,Shaunti Feldhahn,"Feldhahn, Shaunti",,"=""1601424442""","=""9781601424440""",0,4.06,Multnomah,Hardcover,224,2013,2004,,2019/04/23,to-read,to-read (#112),to-read,,,,0,,,0,,,,,
6595233,When Helping Hurts,Steve Corbett,"Corbett, Steve","Brian Fikkert, John M. Perkins","=""0802457053""","=""9780802457059""",0,4.24,Moody Publishers,Paperback,232,2009,2009,,2019/04/23,to-read,to-read (#110),to-read,,,,0,,,0,,,,,
906560,Tramp for the Lord,Corrie ten Boom,"Boom, Corrie ten",,"=""0515089931""","=""9780515089936""",0,4.49,Berkley Books,Paperback,192,1986,1971,,2019/04/23,to-read,to-read (#111),to-read,,,,0,,,0,,,,,
12171769,7: An Experimental Mutiny Against Excess,Jen Hatmaker,"Hatmaker, Jen",,"=""1433672960""","=""9781433672965""",0,4.12,B Books,Paperback,240,2012,2011,,2019/04/23,to-read,to-read (#109),to-read,,,,0,,,0,,,,,
24109,How to Read the Bible for All Its Worth,Gordon D. Fee,"Fee, Gordon D.",Douglas K. Stuart,"=""0310246040""","=""0025986246044""",0,4.11,Zondervan,Paperback,287,2003,1981,,2019/04/23,to-read,to-read (#107),to-read,,,,0,,,0,,,,,
609035,Foxe's Book of Martyrs,John Foxe,"Foxe, John",W. Grinton Berry,"=""0800786645""","=""9780800786649""",0,4.26,Fleming H. Revell,Paperback,416,1999,1563,,2019/04/23,to-read,to-read (#108),to-read,,,,0,,,0,,,,,
56728,"You Are Special (Wemmicksville, #1)",Max Lucado,"Lucado, Max",,"=""1859855423""","=""9781859855423""",0,4.46,Candle Books,Hardcover,32,2004,1997,,2019/04/23,to-read,to-read (#106),to-read,,,,0,,,0,,,,,
18850607,The Best Yes: Making Wise Decisions in the Midst of Endless Demands,Lysa TerKeurst,"TerKeurst, Lysa",,"=""1400205859""","=""9781400205851""",0,4.14,Thomas Nelson,Paperback,272,2014,2014,,2019/04/23,to-read,to-read (#105),to-read,,,,0,,,0,,,,,
426030,The Healer (O'Malley #5),Dee Henderson,"Henderson, Dee",,"=""1414310609""","=""9781414310602""",0,4.42,Tyndale House Publishers,Paperback,336,2005,2002,,2019/04/23,to-read,to-read (#104),to-read,,,,0,,,0,,,,,
359464,The Rescuer (O'Malley #6),Dee Henderson,"Henderson, Dee",,"=""1414310617""","=""9781414310619""",0,4.39,Tyndale House Publishers,Paperback,352,2005,2003,,2019/04/23,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
35879889,Christy,Catherine Marshall,"Marshall, Catherine",,"=""""","=""""",0,4.22,Evergreen Farm,Kindle Edition,512,2017,1967,,2019/04/23,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
389827,"When Calls the Heart (Canadian West, #1)",Janette Oke,"Oke, Janette",,"=""0764200119""","=""9780764200113""",0,4.21,Bethany House Publishers,Paperback,220,2005,1983,,2019/04/23,to-read,to-read (#101),to-read,,,,0,,,0,,,,,
595822,"The Protector (O'Malley, #4)",Dee Henderson,"Henderson, Dee",,"=""1414310595""","=""9781414310596""",0,4.39,Tyndale House Publishers,Paperback,322,2005,2001,,2019/04/23,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
4789801,"Green: The Beginning and the End (The Circle, #0)",Ted Dekker,"Dekker, Ted",,"=""1595542884""","=""9781595542885""",0,4.04,Thomas Nelson Publishers,Hardcover,392,2009,2009,,2019/04/23,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
19353107,Women of the Word: How to Study the Bible with Both Our Hearts and Our Minds,Jen Wilkin,"Wilkin, Jen",,"=""1433541769""","=""9781433541766""",0,4.5,Crossway Books,Paperback,158,2014,2014,,2019/04/23,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""1401308589""","=""9781401308582""",0,3.92,Hyperion,Paperback,196,2003,2003,,2019/04/23,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
1958785,Do Hard Things: A Teenage Rebellion Against Low Expectations,Alex  Harris,"Harris, Alex","Brett Harris, Chuck Norris","=""1601421125""","=""9781601421128""",0,4.08,Multnomah,Hardcover,242,2008,2008,,2019/04/23,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
6436732,Fearless: Imagine Your Life Without Fear,Max Lucado,"Lucado, Max",,"=""0849921392""","=""9780849921391""",0,4.18,Thomas Nelson,Hardcover,240,2009,2000,,2019/04/23,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
17324,The Visitation,Frank E. Peretti,"Peretti, Frank E.",,"=""1595541209""","=""9781595541208""",0,3.93,Thomas Nelson,Paperback,608,2006,1999,,2019/04/23,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
5883777,The Holy Bible: English Standard Version,Anonymous,"Anonymous, Anonymous",,"=""""","=""""",0,4.66,Good News Publishers/Crossway Books,Kindle Edition,1328,2007,2001,,2019/04/23,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
125963,Thr3e,Ted Dekker,"Dekker, Ted",,"=""1595543414""","=""9781595543417""",0,4.08,WestBow Press,Paperback,423,2006,2003,,2019/04/23,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
13700247,Unglued: Making Wise Choices in the Midst of Raw Emotions,Lysa TerKeurst,"TerKeurst, Lysa",,"=""0310332796""","=""9780310332794""",0,4.19,Thomas Nelson,Paperback,208,2012,2012,,2019/04/23,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
23647129,For the Love: Fighting for Grace in a World of Impossible Standards,Jen Hatmaker,"Hatmaker, Jen",,"=""0718031822""","=""9780718031824""",0,4.11,Thomas Nelson,Hardcover,224,2015,2015,,2019/04/23,to-read,to-read (#90),to-read,,,,0,,,0,,,,,
95607,Unveiled: Tamar (Lineage of Grace #1),Francine Rivers,"Rivers, Francine",,"=""0842319476""","=""0031809014745""",0,4.28,Tyndale House Publishers,Hardcover,173,2000,2000,,2019/04/23,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
